par_id,community,text,label
553,homeless,"George Okoh in Makurdi Benue State Governor , Samuel Ortom , has called on the federal government to urgently intervene in the problem of flooding which has rendered many residents of Makurdi , the state capital , homeless . Ortom who inspected flooded areas in the town yesterday described the problem as overwhelming .",0
554,immigrant,Do you think there are too many immigrants in the UK ?,0
555,vulnerable,"According to the petition , the police have turned a blind eye on Naaba Abdulai who has gained notoriety in the region including ; kidnapping , ' killing ' , and destruction of electoral materials as well as intimidating young and vulnerable persons , among others .",0
556,vulnerable,""""""" Yesterday I was saddened by the allegations against my former manager , Vincent Cirrincione , but today I 'm sick after reading the horrifying detailed accounts of his abuse towards 9 women , """" her post read . """" I 'm lived that he used me , and the role model he helped me become , to lure and manipulate innocent , vulnerable women of color for his predatory actions . """"""",0
557,disabled,"The individual taxpayers will get the awards based on their source of income or their profession . Some individual taxpayers under another five categories- freedom fighters , female taxpayers , gazette freedom fighters , physically disabled persons and young taxpayers- will also be awarded with the tax card from this year .",0
558,hopeless,"The nationalists were treated like peasants and serfs , confined to ghettos and lowlands while the unionists lorded it over them . The Irish nationalist party that sprung up was hopelessly ineffective and occasional IRA campaigns came to nought .",0
559,migrant,""""""" As the son of an immigrant family , I am happy to be a guest in this country , which was largely built by such families . """"""",0
560,refugee,"The group , which investigates allegations of human rights abuses worldwide , says the report is based on interviews with more than 60 refugees .",0
561,poor-families,"The governor of the home state of the late sage is bent on destroying the pillars upon which the icon built by sending students who are self-sponsored or from poor families but struggling to get good education to better their lives out of the school , thereby denying them of one of the fundamental human rights as enshrined in the constitution of the Federal Republic of Nigeria , which he swore to uphold on May , 29 , 2011 .",0
562,refugee,""""""" It 's a very drastic reduction , """" said Catherine Stubberfield , a spokeswoman for the U.N . refugee agency , who recently visited Manus .""",0
563,immigrant,"""Yet , it is worrying that the National Front , which primarily conducts election campaigns on anti-immigrant and anti-EU rhetoric , succeeded in garnering one-third of the vote . The most common refrain in the election coverage has been that of a France """" divided """" between the supporters of a narrow vision of a great country 's future and those who believe that France can remain in the group of leading nations through a continued adherence to cultural diversity , economic openness and European integration as embodied by the EU .""",0
564,vulnerable,"The underbelly of the All Blacks , the Super Rugby franchises , have been vulnerable at times over the last decade but excellent coaching and player identification has ensured that New Zealand has still continued its dominance of the competition despite losing close to 150 players , which if you do the math translates to five Super Rugby squads",0
565,in-need,Russia is a big country with many resources . Putin needs to work out multiple ways of building the economy of the country . Reliance on one source is always dangerous .,0
566,vulnerable,"With around 3,025 taking their own lives according to 2016 data , she believes that the most vulnerable groups are those between 18-25 years and those above 60 and counselling centres are vital .",0
568,immigrant,"A documentary , fiction and experimental filmmaker , Bob has more than 20 years experience . Some of his recent collaborations include sound supervision on ' Destination : Planet Negro ' ( 2013 ) and ' The Only Good Indian ' ( feature narrative , 2009 ) . His current documentary project is ' Garden City ' , a portrait of the rich and complex immigrant community in Southwest US .",0
569,refugee,"On Sunday , Starbucks CEO Howard Schultz wrote a memo to employees announcing that , in response to Trump 's travel ban from seven Muslim-majority countries , Starbucks plans on hiring 10,000 refugees over the next five years . They will do so in the 75 countries where Starbucks currently does business .",0
570,vulnerable,"While Amref health Africa has been rebranding to new identity , its focus and commitment remains the same - targeting the most vulnerable communities as the primary beneficiaries of its work .",0
571,poor-families,"The county government is also issuing local poor families with free medical cover , through the national health insurance fund ( NHIF ) as the country strives to achieve the four Big Agenda that include universal quality health care for all .",0
572,hopeless,"This is a fond hope in India and a stated but mischievous expectation in China . China likes to pretend that it is working for better India -- Pakistan relations , especially after they have both become full members of SCO . It is hopeless to think of SCO as an ' Eastern NATO ' : If it became anything like a defence grouping , it would conflict with traditional Indian foreign policy , one of whose principles has been to keep away from military alliances , hence non-alignment .",0
573,refugee,"""Mr Li described the plight of refugees suffering from hunger and disease as """" a serious shock to the human conscience """" and said """" the spirit of humanitarianism must be carried forward . """"""",0
574,homeless,""""""" Then there 's little things like every Thursday they have a workshop whether it 's with Sporting Chance or yesterday it was Heart for More which was teaching them about resuscitating someone if it happened in training or a game . They go out and do volunteering , they feed the homeless , they go and do life skills , they do their driving lessons here , they do simple repair work around the home , car mechanic work .""",0
575,disabled,"Of course , not everyone can walk easily and increased numbers of disabled car parking around the CBD would be good .",0
576,disabled,"""Finally , the need for improved communication repeatedly cropped up . Arulraja , an attendee , harped on the importance of better organization and information sharing between disabled people 's organizations , disabled people , the government , and the media . """" Communication is the key . All else can be achieved with improved communication , """" he said , while emphasizing the importance of the disabled people 's organizations in fighting for disabled people 's rights .""",0
577,refugee,Teenaged Syrian refugee named UNICEF first goodwill envoy <h> Email to Friend,0
578,vulnerable,"The edge and the corners of shower glass are particularly vulnerable to damage , so it 's important that your shower glass is n't rubbing or knocking against say , the tiles on the floor , or another part of the shower .",0
579,women,"However , much remains to be done . Approximately 5,200 women still die every year in Bangladesh due to pregnancy or birth-related causes , which is 15 women every day , and 23 out of 1000 newborns do not survive . Two-thirds of these deaths would be preventable .",0
580,migrant,"The cities slated to receive more judges have more than half of the 18,013 pending immigration cases that involve undocumented immigrants facing or convicted of criminal charges , according to data provided by the Justice Department 's Executive Office of Immigration Review .",0
581,migrant,"Human rights groups have accused the goverment of setting an unrealistic timeframe for the application process , with some going so far as to suggest it is a deliberate measure to facilitate the expulsion of large numbers of migrants .",0
583,migrant,"2015 was a tough year for the Chinese economy , which saw its slowest growth in nearly 25 years . Next year looks much the same . The world 's second largest economy has long relied heavily on its massive workforce , and for the country 's more than 250 million migrant workers , the uncertainty is growing . VOA 's Bill Ide has more from Beijing . <h> Video",0
584,homeless,"CLENDENIN : Offering his condolences , President Barack Obama approved federal aid for the West Virginia communities devastated by floods that have killed at least 24 people and rendered many more homeless .",0
585,immigrant,"""This emotionally charged language also characterised the EU referendum campaign coverage , with Boris Johnson calling the Remain campaign """" project fear """" and the Remain campaigners accusing Leave of racism and scaremongering against immigrants . <h> The future of experts""",0
586,immigrant,""""""" I urge communities to protect themselves by learning about these potential scams -- and contacting my office if they suspect fraud . We will continue to use all of the tools at our disposal and bring to justice those who commit fraud against our immigrant communities . """"""",0
587,immigrant,""""""" Alienated , neglected people made for a breeding ground for the far right and fascism . They respond to simple answers like kick out the immigrants . """"""",0
588,in-need,She probably felt sorry for him and felt that he was in need of sex . She has destroyed the good relationship that both of you have had . I find her statement to be repugnant .,0
590,refugee,The stereotypes about Afghans kidnapping and using children for illicit trade have been widely heard recently through word of mouth in markets and during gatherings in cultural ceremonies in the urban and semi-urban areas of Khyber Pakhtunkhwa . The stereotypes have become so widespread that one sometimes even hears them from those who are considered sane and educated . This is another matter that nobody asks for any evidence hence not a single shred of evidence has so far been presented to this effect . This seems to be a planned and well-orchestrated effort to create a schism between the local population and Afghan refugees by constructing a narrative of hostility against a vulnerable and marginalised section .,0
592,disabled,"Dhaka , May 17 ( UNB ) - The three-day 2nd international conference on Disability and Disaster Risk Management ( DiDRM ) ended in the city on Thursday with the 9-point Dhaka Declaration emphasizing inclusion of disabled people , establishment of a focal point and GO-NGO collaboration in disaster risk management .",0
593,immigrant,"""Ozil 's Turkish heritage originates from his grandparents , who immigrated from Germany , but felt he was treated like """" an immigrant """" by disgruntled fans of the team . <h> Twitter <h> Most Popular""",0
594,refugee,Their refugee status remains unchanged !,0
595,women,"Besides tackling addressing FGM and child marriage issues , the project is also designed to empower young women economically by giving them entrepreneurship training and interest-free small loans to establish income generating groups .",0
596,immigrant,"Built in just a few months , the sprawling complex , dubbed Tent City , could hold 2,000 inmates and was the largest immigrant detention camp in the country . Ten huge tent domes , made of Kevlar stretched over metal frames , were erected over concrete pads . Each oval tent held 200 men or women , with no partitions dividing the toilets or showers .",0
597,homeless,"Bangladesh 's major rivers combined consume several thousand hectares of floodplain annually , destroying homes and infrastructure and leaving people landless and homeless .",0
598,migrant,"""But she says even though she feels she has """" nothing to gain from it """" personally -- she knows that there are many other migrant workers who suffer abuse . For instance , the two-week rule -- which stipulates that domestic workers must find work within two weeks following the termination of their contracts , or face deportation -- meant there are times when she and her employer had to """" foster """" her friends .""",0
599,migrant,Nasruddin had asked of the measures taken by the government to stop the influx of illegal immigrants in the country .,0
601,homeless,"""How did we get here ? To answer that , you have to go back to 1986 and the work of an eccentric and powerful California politician , John """" Vasco """" Vasconcellos . That year , the Democrat Vasconcellos managed to persuade a deeply sceptical Republican state governor to fund a three-year task force to explore the value of self-esteem . Vasco was convinced that low self-esteem was the source of a huge array of social issues , including unemployment , educational failure , child abuse , domestic violence , homelessness and gang warfare . He became convinced that raising the population 's self-esteem would act as a """" social vaccine """" , saving the state billions .""",0
602,in-need,"According to social activist Manjeet Sidhu , this is one of the efforts of social activists like her to help the home which is in need of a clean environment as all of its residents are children under seven years old .",0
603,women,"The report also noted that crowdfunding success rates were higher for women across all industries it analysed , including education , technology , and entertainment and media .",0
605,migrant,"The Orangeville man had been approved for a work-holiday visa to Australia , where he planned to live with an uncle and teach English to immigrants .",0
607,immigrant,"""She mentioned congratulating president-elect Trump on the phone and voiced out her hope of having him lead to be the best president for every American -- no matter what race , gender , or religion . """" The American dream is big enough for everyone . For people of all races and religions , for men and women , for immigrants , for LGBT people , and for people with disabilities . For everyone . """"""",0
608,refugee,"In 2016 , a United Nations study found Australia 's detainees on Manus Island and Nauru had the highest rates of mental illness ever recorded amoung refugee groups .",0
609,disabled,"Five civil activists , including Gunadasa Amarasekera who had supported the disabled soldier strike , were noticed to appear in court for allegedly organizing a protest in Colombo Fort , causing disturbance to public peace and disrupting traffic .",0
610,in-need,""""""" This is the first step in building more new homes to help those most in need in our regions . In total , it will build more than 270 bedrooms for individuals or families in the areas where they are needed most .""",0
611,hopeless,"Currently no cure for Alzheimer 's disease.The situation is grim , but not hopeless . Early detection of symptoms plays a major role timely treatment allows patients to significantly improve the quality of life.It is very important to know what to look for . The most obvious ...",0
612,refugee,It said in a report released in New York that the figure includes 10 million child refugees and 17 million internally displaced children .,0
613,refugee,"""Maranao brothers and sisters from Marawi who had evacuated to other places of safety are refugees of sorts . Every Filipino and his forefathers are not strangers to the sufferings of displaced persons . Which is perhaps why we are more sympathetic and open when it comes to sharing what we have with others . As the current UN High Commissioner for Refugees had said , """" when we stand together with refugees , we also stand for respect and diversity for all . """"""",0
614,immigrant,"""Another asked : """" Hey , is n't it """" racist """" to make fun of an immigrant 's accent ? ' , while one viewer said : ' Her imitation of Melania Trump was like a mean girl in high school . Disgraceful . """"""",0
615,homeless,"According to statistics dated March 2015 , the Board of Supervision ( BoS ) in the Poor Relief Department recorded 1,418 homeless people , up from the 1,057 who were captured in its point in time survey that was done between November 18 and 24 in 2012 .",0
616,women,"As the MDG deadline approaches , about 1 billion people still live on less than $1.25 a day -- the World Bank measure on poverty -- and more than 800 million people do not have enough food to eat . Women are still fighting hard for their rights , and millions of women still die in childbirth .",0
617,vulnerable,"Threats in the mobile space will also continue to grow with new mobile malware variants coming into force . The problem can be further exacerbated as older operating systems continue to be in use . In addition to that , smart devices and internet of things devices are also vulnerable to threats .",0
618,vulnerable,"A lot more people play live now which is a great thing . If you want to give the best performance to your audience who is paying top money to see you and vibe with you , you have to give your best . They 've heard your CD a thousand times and you have to put in 100% to give them a performance they can not forget . They have to see you at your raw and most vulnerable form .",0
619,in-need,""""""" We continue to identify the most vulnerable refugees , such as unaccompanied children , women , the elderly and disabled , in need of shelter , food , water and healthcare . """"""",0
620,homeless,"The situation , according Tahiru , has rendered most of the farmers jobless and homeless currently with some of them said to be perching with other relations with no source of livelihood .",0
621,in-need,It would make cycling great again . But he 's British . And that 's the main problem . <h> Le Tour is in need of a French winner,0
622,homeless,"Rosanne Haggerty runs the New York City nonprofit Common Ground , which has launched an effort to find permanent housing for 100,000 chronically homeless people .",0
623,homeless,"FILE - This undated file photo from surveillance video provided by the Los Angele Police Department shows a man they are seeking in connection with the assault on multiple homeless men who were brutally beaten with a baseball bat in Los Angeles early Sunday , Sept. 16 , 2018 . Two of those men have died . Authorities on Monday , Sept. 24 , arrested a man on suspicion of bludgeoning a homeless man in Santa Monica , Calif. , earlier Monday . He is now being investigated in connection with at least six attacks in both cities that have left three dead . ( Los Angeles Police Department via AP , File )",0
624,hopeless,""""""" The leaders and activists gathered here proves that they are n't hopeless but ready to organise the party . They will take the party forward , """" said the former military strongman .""",0
626,hopeless,The roads in Banani are in a hopeless state as well as many in Gushan/Baridhara too .,0
627,poor-families,"A lunchtime crowd in downtown Auckland said more should be spent on early childhood education , helping solo mothers and poor families .",0
628,disabled,"A self-professed pastor who claimed to be raising money to help a disabled child was arrested and charged with using the images of terminally ill children to raise $145,000 for his own personal benefit .",0
629,vulnerable,"Hai District TASAF Coordinator , Ms Saumu Daffa said by now the Government had disbursed some 1,162,981,180.81/- to support the most vulnerable families in the district . She said 4,258 households were identified , but some 437 were struck off the project register after it was found that they did not meet set @ @",0
630,poor-families,"The blaze began in forested areas of Vina del Mar , a popular resort area in the Valparaiso region , about 120 kilometers ( 75 miles ) west of Santiago , where hundreds of poor families live in illegally-built houses of wood and tin .",0
631,vulnerable,"""Participants also hope that member countries could also give a boost to the so-called Green Fund , serving as the main vehicle for providing up to $100 billion a year in aid to poor and vulnerable countries by 2020 . Much to the disappointment of the vulnerable and affected countries , the fund promised in Copenhagen to initiate the mitigation effort through mobilising """" fast start """" contribution of $30 billion earmarked for 2010 , 2011 and 2012 is yet to be made available .""",0
632,poor-families,""""""" These children are from poor families , their fathers are itinerant workers , farmers , or refugees from other poorer areas , """" she said .""",0
633,migrant,Govt vows tough action as illegal immigrants are buried,0
634,refugee,"Terrorism is a grave threat to human rights ; conflicts are another . For evidence we have only to turn to the 2014 Country Reports for such nations as the Central African Republic , Iraq , Libya , Somalia , South Sudan , Sudan , Syria , and Ukraine , which has been victimized by its Russian neighbor . Today , an estimated 230 million people live in areas of overt strife , and we are experiencing a crisis in food security . The number of refugees has reached a record level . UNICEF called 2014 one of the most disastrous years ever for children . And in Yemen , Burundi , and elsewhere conflict and civil strife have grown even worse in 2015 .",0
636,homeless,"Even if the dog had been a homeless stray , she said , it should not have been euthanised on the spot .",0
637,immigrant,"These legends were brought to the United States in the 1700s , when German immigrants settled in Pennsylvania Dutch country , according to the Center for Children 's Literature and Culture .",0
638,migrant,"1 . Guards at a U.S. detention center for immigrants in California had brutally used pepper spray , beatings and scalding hot showers last year to punish eight Central American men who went on a hunger strike , two of the men and their attorneys said on Tuesday ( July 24 ) .",0
640,homeless,"""Perhaps , """" homeless stereotypes """" really are n't all that accurate .""",0
641,migrant,"According to Capt Alfred Moela , communications manager of Lydenburg SAPS , the suspects were apprehended after Themba Nkambule , the acting immigration officer , received a tip-off about two trucks transporting various people thought to be illegal immigrants .",0
642,disabled,""""""" You lazy conning bitch . You did not have a disabled person with you ! These spaces are reserved for people who need them ! """" the note read .""",0
643,refugee,"Trudeau has expressed vastly different views to Trump on immigration , stressing Canada 's desire to host refugees . He has not commented publicly on Trump 's controversial immigration order , currently under review in the US courts .",0
645,homeless,"Hurricane Harvey was one of the biggest flood-producing storms in United States history . On the heels of Harvey , hurricanes Irma and Jose bore down on the Caribbean and U.S. This is apparently a sign of things to come , as climate-changed hurricanes will become wetter and rainier . And it 's not just North America ; recent extreme floods in India , Bangladesh and Nepal resulted in 1,200 deaths and left millions homeless . In July of this year , large hailstones hit Istanbul , causing excessive damage . The United Nations has called for cities to build resilience to climate change .",0
646,homeless,"A story in the Colorado Springs Gazette earlier this year included examples from those who work the front lines with the homeless . One meth addict , for instance , has gotten numerous warnings for sleeping under a bridge . Police have n't arrested him . They just keep trying to get him help .",0
647,in-need,"The Denmark international was linked with a move to the Premier League but talk of interest from Madrid has increased in recent weeks , with the Spanish and European champions in need of attacking reinforcements after selling Alvaro Morata and Mariano Diaz .",0
648,immigrant,"Ciru is at the forefront of her generation . Brought up in an age of touchscreen technology , social media , global integration and multiculturalism -- where even the son of a Kenyan immigrant can become president of the United States -- today 's university students are the first true digital natives . More pragmatic than previous generations , they are independent self-starters , hyper-aware of global issues and technologically empowered for a digitally heavy world .",0
649,women,"The woman , according to the market women , was carrying a tray with some pieces of meat , and all attempts to get her to disclose the source and type of meat she was carrying reportedly proved futile .",0
651,women,"The community tour organized by DKT International Ghana , importers and marketers of Fiesta Condoms , Kiss Condoms and Lydia female contraceptives met with women at Dome market and offered them advice on family planning .",0
652,migrant,"Certain countries which have legally mandated social security systems for domestic workers specifically exclude migrants from those programs , the ILO said .",0
653,poor-families,"""As we drive at a crawl past Buenos Aires ' Faculty of Engineering , Mario says the immense Parthenon-inspired edifice was built for famed first lady Eva Peron in the 1950s , as a base for her work with poor families . Eva never saw it completed , as she died of cancer aged 33 . Her early death only fuelled """" the myth of Evita """" , Mario tells me .""",0
654,hopeless,He never coped with anything here . To say he was hopeless would be an understatement . He was just a waste of time and was brought in when fellow Dutchman Leo van Veen arrived highly recommended by mother club Ajax Amsterdam .,0
655,refugee,The rally comes as German Chancellor Angela Merkel backed a crackdown on convicted refugees after a wave of sex assaults on New Year 's Eve which were blamed largely on foreigners .,0
656,migrant,"""What made me choose it was being very conscious as a child of a lot happening around me , being told not ? ? """" number one ? ? """" not to associate with Afrikaans children in my neighbourhood . They were working class Afrikaans children , very wild , sonder skoene with this really , no shoes and poenskoppies and you know , not liking us as immigrants at all because we were a little group of immigrants living there . So that was the one part of it . And I ? ? ? ve completely forgotten what your question was ? As I go back ? ? ?""",0
657,women,"""NBC News has fired """" Today ' ' show host Billy Bush , who was caught on tape in a vulgar conversation about women with Republican presidential nominee Donald Trump before an """" Access Hollywood ' ' appearance . Bush was suspended at the morning show two days after contents of the 2005 tape were reported on October 7 . NBC and Bush 's representatives had been negotiati ...""",0
658,migrant,Do n't ignore the contribution of migrants : UN,0
659,immigrant,""""""" We can not understate the level of panic and terror that is running through many immigrant communities , """" said Walter Barrientos , a spokesman for Make the Road New York . Barrientos said that in some cases Ice officials had detained people who do not have criminal records or who could not prove citizenship .""",0
660,poor-families,""""""" We are conducting various activities to bring back children to school . We have arranged financial benefits alongside food at school for children from poor families . We have also made arrangements for educating the street children , """" Nahid said .""",0
662,in-need,"Today , many national and state level welfare schemes exist for which the leprosy-affected are eligible . Unfortunately , the schemes hardly target those most in need of them .",0
663,immigrant,"He added that the accused , who was employed by the Department of Justice , was arrested on June 21 for allegedly facilitating a bribery transaction between the Home Affairs immigration officer and an illegal immigrant .",0
664,poor-families,"We did away with university fees here about 30 years ago to help poorer kids get into college . It has helped to a limited level , but poor families ca n't afford to pay for extra tuition for the Leaving Cert , so the poor kids are now at a big disadvantage in trying to meet the required points level for entry .",0
666,migrant,"US President Donald Trump 's top homeland security official has signed two orders that could expand the number of undocumented immigrants who could be stopped and deported , according to documents seen by Reuters and first reported by McClatchy news .",0
667,disabled,A video of a woman lashing out at a disabled cleaner has gone viral . Sunday Life talks to cleaners and disabled workers about the treatment they receive from customers,0
669,immigrant,"For a closer look at Malaysia 's health care screenings for foreign workers and to seek an explanation on the sudden increase in TB cases in our country , possibly brought in by illegal immigrants in Malaysia , we caught up with Prof Datuk Dr Mohd Amin Jaludin , Vice Chancellor of University Malaya.File Pic : vcoffice.um.edu.my",0
670,migrant,""""""" The photo has made the police an involuntary actor in a very sensitive political debate which they should not participate in , """" said Marcus Knuth , a lawmaker with the anti-immigrant Liberal Party , which is the biggest in the government .""",0
671,hopeless,"""The obituary published in the Sandusky Register says Paul Stark died Wednesday at a hospice facility after a brief illness """" exacerbated by the hopeless condition of the Cleveland Browns . """"""",0
673,immigrant,"Trump , the master reality showman , creates conflict to get media coverage , while other candidates spend millions for advertisements and to gain exposure . Crowds of thousands turn out to Trump-fest , some lining up in wintry weather hours before to watch the TV reality star languish in his repetitious hate tirade targeted at his opponents , Muslims , the president , immigrants , and intended refugees . That could never be the route to the presidency .",0
674,poor-families,"The National Maternal and Child Health Center is where many poor families go to get free health services , food and accommodation , all covered under the national budget and the center 's income .",0
675,hopeless,"In his portrayal of Lester , Freeman , that compact but quietly screen-eating British actor whom we otherwise know as Dr Watson in the Sherlock stories , takes hopelessness to a new level .",0
676,women,Hi ! I 'm a 29 year old man and in a bit of a rut dating wise . I 've always had self-esteem issues and I find the likes of Tinder really hard . Do you have any advice for widening my social circle and meeting/approaching women and flirting ? I spend most nights out with friends worried that I would just be bothering people rather than enjoying new interactions !,0
677,disabled,"As of last week , several categories of inmate are no longer admissible to segregation cells : those who are seriously mentally ill , imminently suicidal , self-harming , physically disabled , terminally ill or pregnant .",0
678,in-need,"Dr Ian Neil , head of orthopedics at the KPH who has partnered with Scoliosis Care since its inception , said that the list of persons in need of surgery grows each year .",0
679,in-need,"""Many argue this is inevitable -- that rising rents forcing poor , working and increasingly middle class families to the urban periphery are a byproduct of economic advancement , that the market should be left to its own devices and we should be grateful for the few trickle-down jobs created by new coffee shops and artisanal stores . City officials assert they have no power to disrupt """" market forces """" -- these are simply isolated disputes between private parties , rather than a societal problem in need of regulation .""",0
680,in-need,"Plans by the Government to return to bulk funding are likely to see increased class sizes and schools most in need missing out on much-needed resources , Labour 's Acting Education spokesperson Grant Robertson says . More&gt;&gt;",0
681,immigrant,He said some of the Kenyan immigrants are working in private schools .,0
682,disabled,"He said that these persons including 48 Blind and 40 Special persons had been appointed in the offices of Civil Defense Department , Directorate Colleges , Fatima Jinnah University , Secondary Education , Higher Education Commission , EDO Works , University of Engineering Taxila , Health Department and in private sector also . He said that these appointments have been made on merit . He also said that rehabilitation work for the welfare of disabled persons would remain continued .",0
683,disabled,"It had been all dance and bliss in police camps each end moth until March 2018 , when jubilation turned into tears and complains . 2018 has seen the Kenya police salary and allowances reduced greatly . A move by the National police service commission has seen the police encounter pay cuts by as much as half of their present pay rates . Those who have already their payslips have grumbled of losing up to ksh 26,000 to the new move . This alteration has predominantly influenced new graduates ( constables ) and the disabled police who were injured in line of duty .",0
684,refugee,""""""" Only 55,000 ( 5% ) of the 1.74 millions have completed primary education and there is only 20% enrollment in primary school amongst school-going Afghan refugee children , """" said Wright , adding that a vast majority of these children were born in Pakistan and felt more of an affinity towards Pakistan than towards Afghanistan .""",0
685,in-need,"Other parts of Russia are also in need of a facelift before country hosts the 2018 World Cup . Russia does n't just offer opportunities for the big companies , and individuals can also be in the sway . Malaysian architect Hin Tan is the designer of the upgraded airports in Tyumen , Krasnoyarsk , Nizhny Novgorod , Samara and Perm .",0
686,in-need,"""The last time a justice secretary sacked an official in a high profile media storm -- Michael Howard sacked prison service chief Derek Lewis following security breaches in 1995 -- the department was unable to fill the vacant post for a year . Headhunders said the treatment of Lewis had """" hampered """" the process . Hanging public officials out to dry may be nothing new for politicians , but it feels especially foolhardy at a time when the justice system is in a perilous state , badly in need of reform , funding , and good leadership .""",0
687,immigrant,"Changing the rule would n't prevent H-1B spouses from pursuing other avenues for work authorisation , but it could deter a number of high-skilled immigrants from staying in the US if their spouses ca n't easily find work , CNN reported .",0
688,poor-families,"""Each boat will be co-owned by five families to avoid """" the abuse or sale of the boats which has always been the problem of government programs which give out equipment to poor families , """" Pi ? ol said .""",0
689,vulnerable,"The challenges of traceability To achieve traceability , it is essential to know each link in lengthy supply chains . With current systems however , effective interoperability of data along the supply chain poses a large technical challenge . A centralized system , with a governing third party was , until recently , the only conceivable way to achieve data and transaction transparency . A single organization ca n't be responsible for making data throughout a whole supply chain transparent . NGOs or industry associations do not have the capacity to manage this transparency and if they could they would be a vulnerable target for bribery , social engineering , or targeted hacking .",0
690,women,"A man who attacked two backpackers on a remote Australian beach was sentenced to 22 years in prison yesterday . Roman Heinze , 61 , was previously found guilty of indecent assault , aggravated kidnapping and endangering life in the 2016 assault of two women in South Australia.He sexually assaulted one of the women , a Brazilian , before beating her German friend on the head with a hammer and repeatedly ...",0
691,immigrant,"In fact , the recently elected mayor of Kapiti Coast could n't be more of an antithesis of everything Trump : the 63-year-old K. Gurunathan is an ethnic minority in New Zealand and an immigrant -- he 's a proud anak Malaysia born in Penang . He 's also a former journalist .",0
692,homeless,He was answering a question by Ezekiel Maige ( Msalala-CCM ) who had pointed out that the March 2015 hailstorm caused disasters as the residents were rendered homeless .,0
693,vulnerable,"""LONDON : Sexual abuse of vulnerable women and girls by international aid workers is """" endemic """" and has been happening for years , with perpetrators easily moving around the sector undetected , according to a damning UK government report published yesterday , reports CNN .""",0
694,in-need,"Right now , the town 's residents are urgently in need of food , water , anti-tetanus medicine , and formaldehyde for their dead . With most communication lines still down , they are relying on outside help for rescue .",0
695,in-need,""""""" We are deeply appreciative of the excitement and support investors have expressed for the SQZ vision , """" said Armon Sharei , PhD , SQZ 's co-founder and CEO . """" Our cell therapy platform has transformative potential and with this funding , we have the financial strength to drive our programs in solid tumors and autoimmune diseases to the clinic , taking us closer to our goal of bringing high impact cell therapies to patients in need . """"""",0
696,disabled,"Months after his surgeries -- after his tissue and scars had healed -- Andrew remained disabled by a deep , biting pain . I recall puzzling over his pain , how it had spread throughout his body and how previous clinical teams had prescribed progressively higher doses of opioids to tame it .",0
697,women,"One speaker at a seminar at IDS , Jaipur , where the study results were discussed on Thursday , said it was unfortunate that the free distribution was stopped after a while in urban slums . Many homes use nylon fabric rather than cotton , which has now become quite expensive . With absorbent cotton not so easily available , the chances of women using less absorbent cloth that might pave the way for infection is higher .",0
698,vulnerable,"""ISPCC fundraising officer , Emma Hayden , said : """" We are delighted with this support from NUI Galway Students ' Union . The money raised will go towards funding our 24-hour Childline telephone and online services . Last year in our Galway office alone , we received just over 35,000 calls from children that are vulnerable , alone or in need of the support of a trusted adult . """"""",0
699,migrant,Spain was the third most popular destination for migrants in the European Union last year after Italy and Greece .,0
700,hopeless,""""""" Anything can happen at any time . This is why I 'm not hopeless about the future of China . """"""",0
701,disabled,"However , rather than a complete language overhaul , companies can look at English the way that a city government might look at building codes for wheelchair-accessibility . While less than 1 percent of a population of a city will be confined to a wheelchair , most cities , at least in the developed world , mandate that all buildings and businesses be wheelchair-accessible . This way , disabled citizens can contribute their knowledge and skills to a society while the negative impact of their handicap is kept to a minimum .",0
702,refugee,"The report also indicated that the OIC members also urged the Myanmar government to take urgent measures for a sustainable return of Rohingya refugees and internally and externally displaced population to their homeland , Rakhine State .",0
703,women,The same effect does not apply to women as female attractiveness was not found to be associated with competence .,0
704,migrant,"The influx is so heavy that inspectors at San Ysidro , the nation 's busiest border crossing , are turning back Haitians with appointments to come at a later date , leaving hundreds waiting in Tijuana , Mexico . Many stay at one of the Mexican border city 's five migrant shelters that volunteered in May to help .",0
705,homeless,"Construction of 50 , 000 housing units for estate workers was inaugurated at a function held at the Delkin Estate in Baduraliya on Tuesday ( 23rd September ) . These houses are being constructed under a concept of His Excellency the President Mahinda Rajapaksa to provide shelter to the homeless . The inauguration of the estate housing development programme was held in collaboration with the Ministry of Plantation and Industries by the Urban Development Authority . Hon Mahinda Samarasinghe Minister of Plantation and Industries graced the occasion as the Chef Guest .",0
706,disabled,""""""" Still it is hard for me to shop for clothes . I have to ask someone to bring me a dress by telling them the colour . So the disabled people have been compelled live in a way that other people want , """" she complains .""",0
707,homeless,"Proactively responding to problems faced by the people is another facet of the revitalised Senate . For instance , when Chitral , in Pakistan 's remote northern corner , faced flooding , dislocation and homelessness , the Senate acted promptly by despatching relief goods through a 3-person delegation of Senators who went to Chitral . Or when the great national hero , Abdul Sattar Edhi passed away , the Senate donated 4 ambulances ( for each unit of the federation ) to the Edhi Foundation to pay tribute to this icon of humanitarianism .",0
708,in-need,He hoped that Hong Kong can unify in helping those in need as the government 's work will often be undone if society is divided .,0
709,refugee,"""Soler , who has been doing extensive research on the refugees , said that when the """" White Russians were planning to flee Shanghai , no country would help them so they sought the assistance of the IRO . Out of nowhere , ( then Philippine President ) Elpidio Quirino says , ' We 'll take them , ' """" he said .""",0
